verdict	doc	line	kind	token	ref	note	context
CONFIRMED	Isaiah/book-overview-isaiah.md	224	heb	חָרֵד	Isa 66:2	3 cand	**66:2, 5** the one who "**trembles at my word**" (חָרֵד)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	39	translit	ṣûr	Isa 8:14	59 cand	the *ṣûr* Rock motif 8:14
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	40	translit	tōhû	Isa 45:18	47 cand	45:18 (*tōhû*)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	46	translit	ʾāšām	Isa 53:10	61 cand	53:10 (*ʾāšām*)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	46	translit	dərôr	Isa 61:1	42 cand	61:1 (*dərôr*, Lev 25)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	79	heb	הוֹי	Isa 55:1	2 cand	55:1's הוֹי is a *gracious* summons
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	96	heb	קְדוֹשׁ	Isa 1:4	1 cand	**קְדוֹשׁ יִשְׂרָאֵל, the book's spine-title, has its first occurrence here (1:4)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	96	heb	יִשְׂרָאֵל	Isa 1:4	2 cand	**קְדוֹשׁ יִשְׂרָאֵל, the book's spine-title, has its first occurrence here (1:4)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	110	translit	ṣûr	Isa 8:14	59 cand	it establishes the register the *ṣûr* "Rock" motif will keep alive (8:14
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	112	heb	פָּשְׁעוּ	Isa 43:27	1 cand	` **פָּשְׁעוּ בִי** (v.2) → 43:27 → **66:24** (only three occurrences)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	112	heb	בִי	Isa 43:27	surface	` **פָּשְׁעוּ בִי** (v.2) → 43:27 → **66:24** (only three occurrences)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	112	heb	וְאֵין	Isa 66:24	surface	**וְאֵין מְכַבֶּה** (v.31) → **66:24** *"their fire shall not be quenched"*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	112	heb	מְכַבֶּה	Isa 66:24	1 cand	**וְאֵין מְכַבֶּה** (v.31) → **66:24** *"their fire shall not be quenched"*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	112	heb	בְּחַרְתֶּם	Isa 65:12	1 cand	**בְּחַרְתֶּם** *"you have chosen"* (v.29) → 65:12
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	112	heb	אֶנָּחֵם	Isa 57:6	1 cand	**אֶנָּחֵם** (v.24) → 57:6 (only two occurrences of this form)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	127	heb	רָם	Isa 2:11-17	5 cand	**The unit is built as a deliberate collision: the highest mountain (2:2) against everything else that is high being brought low (2:12–17).** `[T]` Surfaced by: Structure, Repetition (רָם / נִשָּׂא / גָּבֹהַּ saturate 2:11–17), Linking Words
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	127	heb	נִשָּׂא	Isa 2:11-17	4 cand	**The unit is built as a deliberate collision: the highest mountain (2:2) against everything else that is high being brought low (2:12–17).** `[T]` Surfaced by: Structure, Repetition (רָם / נִשָּׂא / גָּבֹהַּ saturate 2:11–17), Linking Words
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	127	heb	גָּבֹהַּ	Isa 2:11-17	4 cand	**The unit is built as a deliberate collision: the highest mountain (2:2) against everything else that is high being brought low (2:12–17).** `[T]` Surfaced by: Structure, Repetition (רָם / נִשָּׂא / גָּבֹהַּ saturate 2:11–17), Linking Words
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	131	heb	בַּיּוֹם	Isa 2:11=4:2	2 cand	**"In that day" (בַּיּוֹם הַהוּא) fires six times in 2:11–4:2 alone** `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	131	heb	הַהוּא	Isa 2:11=4:2	4 cand	**"In that day" (בַּיּוֹם הַהוּא) fires six times in 2:11–4:2 alone** `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	140	heb	צֶמַח	Isa 4:2	2 cand	- **Vocabulary.** **צֶמַח יְהוָה** (4:2) "the branch of the LORD"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	140	heb	יְהוָה	Isa 4:2	3 cand	- **Vocabulary.** **צֶמַח יְהוָה** (4:2) "the branch of the LORD"
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	140	translit	ḥōṭer	Isa 11:1	26 cand	the first of the book's botanical messianic terms, before the *ḥōṭer* and *nēṣer* of 11:1 `[T]`
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	140	translit	nēṣer	Isa 11:1	87 cand	the first of the book's botanical messianic terms, before the *ḥōṭer* and *nēṣer* of 11:1 `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	144	heb	סֻכָּה	Isa 4:6	1 cand	God's presence over it, and a **סֻכָּה** (booth, 4:6) for shade
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	145	heb	רָם	Isa 6:1	5 cand	` 2:12–17's רָם וְנִשָּׂא → 6:1
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	145	heb	וְנִשָּׂא	Isa 6:1	4 cand	` 2:12–17's רָם וְנִשָּׂא → 6:1
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	177	heb	נֵס	Isa 11:10	5 cand	` v.26's **נֵס** *"signal for nations far away"* → 11:10, 12
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	192	heb	רָם	Isa 2:12-17	5 cand	**The chapter's opening phrase, רָם וְנִשָּׂא, is the exact phrase 2:12–17 has just said God will destroy in every human instance
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	192	heb	וְנִשָּׂא	Isa 2:12-17	4 cand	**The chapter's opening phrase, רָם וְנִשָּׂא, is the exact phrase 2:12–17 has just said God will destroy in every human instance
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	226	translit	maʾămîn	Isa 28:16	101 cand	It is picked up at 28:16 (*ha-maʾămîn*).
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	236	heb	עַלְמָה	Isa 7:14	1 cand	- **Vocabulary / Hebrew.** **עַלְמָה** *ʿalmâ* (7:14) with the **article**
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	236	translit	ʿalmâ	Isa 7:14	107 cand	- **Vocabulary / Hebrew.** **עַלְמָה** *ʿalmâ* (7:14) with the **article**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	237	heb	וְקָרָאת	Isa 7:14	3 cand	*High confidence.* Note also MT **וְקָרָאת** (7:14)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	238	heb	לָכֵן	Isa 8:6-7	surface	- **Linking words.** 8:6–7 **לָכֵן**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	242	heb	אמן	Isa 7:9	6 cand	` 7:9's **אמן** → **28:16** *"the one who believes (ha-maʾămîn) will not be in haste"*, the inscription on the foundation stone *(high)* `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	242	heb	אמן	Isa 28:16	6 cand	` 7:9's **אמן** → **28:16** *"the one who believes (ha-maʾămîn) will not be in haste"*, the inscription on the foundation stone *(high)* `[T]`
CONFIRMED-OFFSET	Isaiah/dig-deeper-isaiah-sweep.md	246	translit	ʿalmâ	Isa 7:16	Isa 7:17	the *ʿalmâ*/παρθένος question, and the double horizon (a child in Ahaz's own day, 7:16, and the child of 9:6)
CROSS-TESTAMENT	Isaiah/dig-deeper-isaiah-sweep.md	246	grk	παρθένος	Isa 7:16		the *ʿalmâ*/παρθένος question, and the double horizon (a child in Ahaz's own day, 7:16, and the child of 9:6)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	270	heb	שְׁאָר	Isa 10:21	6 cand	- **Vocabulary.** **שְׁאָר יָשׁוּב** (10:21)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	270	heb	יָשׁוּב	Isa 10:21	3 cand	- **Vocabulary.** **שְׁאָר יָשׁוּב** (10:21)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	270	heb	אֵל	Isa 10:21	13 cand	Isaiah's son's name (7:3) quoted back as an oracle: *"A remnant shall return, the remnant of Jacob, to the mighty God."* `[T, high]` **אֵל גִּבּוֹר** in 10:21 is the same title given to the child at 9:6
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	270	heb	גִּבּוֹר	Isa 10:21	1 cand	Isaiah's son's name (7:3) quoted back as an oracle: *"A remnant shall return, the remnant of Jacob, to the mighty God."* `[T, high]` **אֵל גִּבּוֹר** in 10:21 is the same title given to the child at 9:6
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	293	heb	שֵׁנִית	Isa 11:11	1 cand	**11:11's "a **second time**" (שֵׁנִית) is the book's first explicit new-exodus claim.** `[T]` Surfaced by: Vocabulary, Biblical Theology
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	301	heb	חֹטֶר	Isa 11:1	1 cand	- **Vocabulary / Hebrew.** **חֹטֶר** (shoot) and **נֵצֶר** (branch, 11:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	301	heb	נֵצֶר	Isa 11:1	2 cand	- **Vocabulary / Hebrew.** **חֹטֶר** (shoot) and **נֵצֶר** (branch, 11:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	301	heb	נֵצֶר	Isa 60:21	2 cand	**נֵצֶר** returns at **60:21** ("the branch of my planting") applied to *the people* `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	301	heb	נֵס	Isa 11:10	5 cand	**נֵס** (11:10, 12) "banner/signal"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	306	heb	ידע	Isa 11:9	surface	11:9's *"the earth shall be full of the knowledge of the LORD"* answers 1:3's *"Israel does not know, my people do not understand"*, the same root **ידע** *(high)* `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	306	heb	ידע	Isa 1:3	3 cand	11:9's *"the earth shall be full of the knowledge of the LORD"* answers 1:3's *"Israel does not know, my people do not understand"*, the same root **ידע** *(high)* `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	306	heb	נֵס	Isa 11:10	5 cand	11:10's **נֵס** → 49:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	306	heb	נֵס	Isa 49:22	5 cand	11:10's **נֵס** → 49:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	333	heb	מַשָּׂא	Isa 13:1	5 cand	- **Vocabulary.** **מַשָּׂא** *maśśāʾ* (13:1)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	333	translit	maśśāʾ	Isa 13:1	41 cand	- **Vocabulary.** **מַשָּׂא** *maśśāʾ* (13:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	333	heb	הֵילֵל	Isa 14:12	2 cand	**הֵילֵל בֶּן־שָׁחַר** (14:12)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	333	heb	בֶּן־שָׁחַר	Isa 14:12	surface	**הֵילֵל בֶּן־שָׁחַר** (14:12)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	353	translit	ḥesed	Isa 16:5	15 cand	**A Davidic throne appears inside a *Moab* oracle (16:5).** `[T]` Surfaced by: Structure, Move 4, Vocabulary (*ḥesed*, *ʾōhel Dāwid*)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	353	translit	ʾōhel	Isa 16:5	62 cand	**A Davidic throne appears inside a *Moab* oracle (16:5).** `[T]` Surfaced by: Structure, Move 4, Vocabulary (*ḥesed*, *ʾōhel Dāwid*)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	353	translit	Dāwid	Isa 16:5	29 cand	**A Davidic throne appears inside a *Moab* oracle (16:5).** `[T]` Surfaced by: Structure, Move 4, Vocabulary (*ḥesed*, *ʾōhel Dāwid*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	363	heb	בַּיּוֹם	Isa 19:16-24	2 cand	- **Repetition.** **בַּיּוֹם הַהוּא** ×6 in 19:16–24, each opening a further stage: terror → five cities → an altar → the LORD known → a highway → the threefold blessing
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	363	heb	הַהוּא	Isa 19:16-24	4 cand	- **Repetition.** **בַּיּוֹם הַהוּא** ×6 in 19:16–24, each opening a further stage: terror → five cities → an altar → the LORD known → a highway → the threefold blessing
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	364	heb	עַמִּי	Isa 19:25	3 cand	- **Vocabulary.** **עַמִּי** (19:25) "my people" applied to **Egypt**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	368	heb	בְּנֵי	Isa 2:6	surface	2:6 condemned Judah for striking hands with **בְּנֵי נֵכָר**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	368	heb	נֵכָר	Isa 2:6	surface	2:6 condemned Judah for striking hands with **בְּנֵי נֵכָר**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	394	heb	צֹפֶה	Isa 21:6	2 cand	- **Vocabulary.** **צֹפֶה** *ṣōp̄eh* (21:6, 8) "watchman"
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	394	translit	ṣōp̄eh	Isa 21:6	26 cand	- **Vocabulary.** **צֹפֶה** *ṣōp̄eh* (21:6, 8) "watchman"
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	412	translit	ʾărubbôt	Gen 7:11	105 cand	*ʾărubbôt* "windows/floodgates" of heaven is Gen 7:11
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	445	heb	בִּלַּע	Isa 25:8	3 cand	**25:8's "he will swallow up death forever" uses the same verb (בִּלַּע) as v.7's swallowing of the shroud
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	455	heb	בִּלַּע	Isa 25:7	3 cand	- **Vocabulary / Hebrew.** **בִּלַּע** *billaʿ* (25:7, 8)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	455	translit	billaʿ	Isa 25:7	102 cand	- **Vocabulary / Hebrew.** **בִּלַּע** *billaʿ* (25:7, 8)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	483	translit	hôy	Isa 5:8	50 cand	`[I]` *Implication:* the six *hôy*-woes of 28–33 are the book's second woe-series (the first was 5:8–23), and they are aimed at **false trust** rather than social injustice
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	518	heb	אֲרִיאֵל	Isa 29:1	2 cand	- **Vocabulary / Hebrew.** **אֲרִיאֵל** (29:1, 2, 7)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	547	translit	hôy	Isa 33:1	50 cand	the last *hôy* and the answer to the fire (33:1–24, *setumot* at 33:1, 6, 12)
WEAK	Isaiah/dig-deeper-isaiah-sweep.md	547	translit	hôy	Isa 33:1	50 cand	the last *hôy* and the answer to the fire (33:1–24, *setumot* at 33:1, 6, 12)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	heb	מוֹקְדֵי	Isa 33:14	1 cand	- **Vocabulary.** **מוֹקְדֵי עוֹלָם** (33:14) "everlasting burnings"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	heb	עוֹלָם	Isa 33:14	2 cand	- **Vocabulary.** **מוֹקְדֵי עוֹלָם** (33:14) "everlasting burnings"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	heb	חֹקֵק	Isa 33:22	3 cand	**חֹקֵק / מְחֹקְקֵנוּ** (33:22) "lawgiver"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	heb	מְחֹקְקֵנוּ	Isa 33:22	1 cand	**חֹקֵק / מְחֹקְקֵנוּ** (33:22) "lawgiver"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	579	heb	דֶּרֶךְ	Isa 35:8	2 cand	- **Vocabulary.** **דֶּרֶךְ הַקֹּדֶשׁ** (35:8) "the Way of Holiness"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	579	heb	הַקֹּדֶשׁ	Isa 35:8	surface	- **Vocabulary.** **דֶּרֶךְ הַקֹּדֶשׁ** (35:8) "the Way of Holiness"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	579	heb	מְסִלָּה	Isa 35:8	surface	**מְסִלָּה** (35:8) "highway"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	631	heb	סָרִיסִים	Isa 39:7	1 cand	**39:7's "eunuchs" (סָרִיסִים) is one of only three occurrences of the word in Isaiah, and the other two are 56:3 and 56:4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	631	heb	סָרִיסִים	Isa 56:3	1 cand	**39:7's "eunuchs" (סָרִיסִים) is one of only three occurrences of the word in Isaiah, and the other two are 56:3 and 56:4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	631	heb	סָרִיסִים	Isa 56:4	1 cand	**39:7's "eunuchs" (סָרִיסִים) is one of only three occurrences of the word in Isaiah, and the other two are 56:3 and 56:4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	heb	סָרִיס	Isa 39:7	2 cand	- **Vocabulary.** **סָרִיס** (39:7)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	heb	שָׁלוֹם	Isa 39:8	3 cand	**שָׁלוֹם וֶאֱמֶת** (39:8) "peace and security/truth"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	heb	וֶאֱמֶת	Isa 39:8	7 cand	**שָׁלוֹם וֶאֱמֶת** (39:8) "peace and security/truth"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	heb	אֵין	Isa 48:22	4 cand	Hezekiah's last words, and the book will spend three panels saying **אֵין שָׁלוֹם לָרְשָׁעִים** (48:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	heb	שָׁלוֹם	Isa 48:22	3 cand	Hezekiah's last words, and the book will spend three panels saying **אֵין שָׁלוֹם לָרְשָׁעִים** (48:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	heb	לָרְשָׁעִים	Isa 48:22	2 cand	Hezekiah's last words, and the book will spend three panels saying **אֵין שָׁלוֹם לָרְשָׁעִים** (48:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	660	heb	בַּמִּדְבָּר	Isa 40:3	2 cand	**40:3's punctuation is the textbook case of translation-as-interpretation, and the Masoretic accents settle the Hebrew.** `[T, high]` MT reads *qôl qôrēʾ* with a **zaqef qaton** (a disjunctive accent) on *qôrēʾ*, and the parallelism is **בַּמִּדְבָּר ‖ בָּעֲר
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	660	heb	בָּעֲרָבָה	Isa 40:3	4 cand	**40:3's punctuation is the textbook case of translation-as-interpretation, and the Masoretic accents settle the Hebrew.** `[T, high]` MT reads *qôl qôrēʾ* with a **zaqef qaton** (a disjunctive accent) on *qôrēʾ*, and the parallelism is **בַּמִּדְבָּר ‖ בָּעֲר
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	664	heb	נחם	Isa 1:24	3 cand	**"Comfort" (נחם) has appeared only three times in chapters 1–39 (1:24
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	694	heb	פָּשְׁעוּ	Isa 43:27	1 cand	**43:27's "your mediators **transgressed against me**" (פָּשְׁעוּ בִי) is the middle of only three occurrences of the phrase in the book
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	694	heb	בִי	Isa 43:27	surface	**43:27's "your mediators **transgressed against me**" (פָּשְׁעוּ בִי) is the middle of only three occurrences of the phrase in the book
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	696	heb	רָאשֹׁנוֹת	Isa 65:16-17	1 cand	**The "former things / new things" disputation term (רָאשֹׁנוֹת) is confined to 41–48 and then reappears only at 65:16–17 to be cancelled.** `[T, high]` 41:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	696	heb	רָאשֹׁנוֹת	Isa 41:22	1 cand	**The "former things / new things" disputation term (רָאשֹׁנוֹת) is confined to 41–48 and then reappears only at 65:16–17 to be cancelled.** `[T, high]` 41:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	705	heb	תּוֹלַעַת	Isa 41:14	1 cand	**תּוֹלַעַת** (41:14) "worm"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	heb	נשא	Isa 46:1-4	4 cand	**46:1–4 is a single sustained pun on two Hebrew roots, and it is the funniest and sharpest thing in the book.** `[T, high]` The verbs **נשא** (lift/bear) and **סבל** (carry a load) are applied first to idols
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	heb	סבל	Isa 46:1-4	4 cand	**46:1–4 is a single sustained pun on two Hebrew roots, and it is the funniest and sharpest thing in the book.** `[T, high]` The verbs **נשא** (lift/bear) and **סבל** (carry a load) are applied first to idols
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	heb	נְשֻׂאֹתֵיכֶם	Isa 46:1	2 cand	*"your carried things (נְשֻׂאֹתֵיכֶם) are **loaded** (עֲמוּסוֹת), a burden (מַשָּׂא) to the weary beast"* (46:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	heb	עֲמוּסוֹת	Isa 46:1	1 cand	*"your carried things (נְשֻׂאֹתֵיכֶם) are **loaded** (עֲמוּסוֹת), a burden (מַשָּׂא) to the weary beast"* (46:1)
